family,subfamily_sci,subfamily_common,sciName,comName,BAMONA,date.observed,number,observer,year,month,day,location,source,image
Hesperiidae,Hesperiinae,Grass Skipper,Polites origenes,Crossline Skipper,https://www.butterfliesandmoths.org/species/Polites-origenes,9/4/2004,1,W. Cook,2004,9,4,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Hylephila phyleus,Fiery Skipper,https://www.butterfliesandmoths.org/species/Hylephila-phyleus,9/4/2004,1,W. Cook,2004,9,4,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Satyrodes appalachia,Appalachian Brown,https://www.butterfliesandmoths.org/species/Satyrodes-appalachia,9/4/2004,3,W. Cook,2004,9,4,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Vanessa atalanta,Red Admiral,https://www.butterfliesandmoths.org/species/Vanessa-atalanta,9/4/2004,2,W. Cook,2004,9,4,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Limenitidinae,Admirals,Limenitis archippus,Viceroy,https://www.butterfliesandmoths.org/species/Limenitis-archippus,9/4/2004,1,W. Cook,2004,9,4,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Lerema accius,Clouded Skipper,https://www.butterfliesandmoths.org/species/Lerema-accius,9/5/2004,1,A. Kneidel,2004,9,5,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Euphyes dion,Dion Skipper,https://www.butterfliesandmoths.org/species/Euphyes-dion,9/5/2004,1,A. Kneidel,2004,9,5,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Euphyes vestris,Dun Skipper,https://www.butterfliesandmoths.org/species/Euphyes-vestris,9/5/2004,1,A. Kneidel,2004,9,5,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Hylephila phyleus,Fiery Skipper,https://www.butterfliesandmoths.org/species/Hylephila-phyleus,9/5/2004,1,A. Kneidel,2004,9,5,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Pyrginae,Spread-winged Skipper,Erynnis horatius,Horace's Duskywing,https://www.butterfliesandmoths.org/species/Erynnis-horatius,9/5/2004,2,A. Kneidel,2004,9,5,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Pompeius verna,Little Glassywing,https://www.butterfliesandmoths.org/species/Pompeius-verna,9/5/2004,2,A. Kneidel,2004,9,5,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Panoquina ocola,Ocola Skipper,https://www.butterfliesandmoths.org/species/Panoquina-ocola,9/5/2004,1,A. Kneidel,2004,9,5,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Atalopedes campestris,Sachem,https://www.butterfliesandmoths.org/species/Atalopedes-campestris,9/5/2004,1,A. Kneidel,2004,9,5,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Poanes zabulon,Zabulon Skipper,https://www.butterfliesandmoths.org/species/Poanes-zabulon,9/5/2004,1,A. Kneidel,2004,9,5,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Lycaenidae ,Theclinae,Hairstreaks,Calycopis cecrops,Red-banded Hairstreak,https://www.butterfliesandmoths.org/species/Calycopis-cecrops,9/5/2004,1,A. Kneidel,2004,9,5,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Lycaenidae ,Polyommatinae,Blues,Celastrina neglecta,Summer Azure,https://www.butterfliesandmoths.org/species/Celastrina-neglecta,9/5/2004,3,A. Kneidel,2004,9,5,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Satyrodes appalachia,Appalachian Brown,https://www.butterfliesandmoths.org/species/Satyrodes-appalachia,9/5/2004,4,A. Kneidel,2004,9,5,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Hermeuptychia sosybius,Carolina Satyr,https://www.butterfliesandmoths.org/species/Hermeuptychia-sosybius,9/5/2004,50,A. Kneidel,2004,9,5,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Junonia coenia,Common Buckeye,https://www.butterfliesandmoths.org/species/Junonia-coenia,9/5/2004,1,A. Kneidel,2004,9,5,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Limenitidinae,Admirals,Limenitis arthemis,Red-spotted Purple,https://www.butterfliesandmoths.org/species/Limenitis-arthemis,9/5/2004,2,A. Kneidel,2004,9,5,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Phoebis sennae,Cloudless Sulphur,https://www.butterfliesandmoths.org/species/Phoebis-sennae,9/5/2004,3,A. Kneidel,2004,9,5,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Abaeis nicippe,Sleepy Orange,https://www.butterfliesandmoths.org/species/Abaeis-nicippe,9/5/2004,2,A. Kneidel,2004,9,5,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Lerema accius,Clouded Skipper,https://www.butterfliesandmoths.org/species/Lerema-accius,9/11/2004,5,A. Kneidel,2004,9,11,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Euphyes vestris,Dun Skipper,https://www.butterfliesandmoths.org/species/Euphyes-vestris,9/11/2004,1,A. Kneidel,2004,9,11,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Atalopedes campestris,Sachem,https://www.butterfliesandmoths.org/species/Atalopedes-campestris,9/11/2004,1,A. Kneidel,2004,9,11,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Pyrginae,Spread-winged Skipper,Epargyreus clarus,Silver-spotted Skipper,https://www.butterfliesandmoths.org/species/Epargyreus-clarus,9/11/2004,2,A. Kneidel,2004,9,11,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Lycaenidae ,Theclinae,Hairstreaks,Calycopis cecrops,Red-banded Hairstreak,https://www.butterfliesandmoths.org/species/Calycopis-cecrops,9/11/2004,1,A. Kneidel,2004,9,11,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Lycaenidae ,Polyommatinae,Blues,Celastrina neglecta,Summer Azure,https://www.butterfliesandmoths.org/species/Celastrina-neglecta,9/11/2004,2,A. Kneidel,2004,9,11,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Satyrodes appalachia,Appalachian Brown,https://www.butterfliesandmoths.org/species/Satyrodes-appalachia,9/11/2004,4,A. Kneidel,2004,9,11,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Hermeuptychia sosybius,Carolina Satyr,https://www.butterfliesandmoths.org/species/Hermeuptychia-sosybius,9/11/2004,50,A. Kneidel,2004,9,11,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Junonia coenia,Common Buckeye,https://www.butterfliesandmoths.org/species/Junonia-coenia,9/11/2004,4,A. Kneidel,2004,9,11,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Cyllopsis gemma,Gemmed Satyr,https://www.butterfliesandmoths.org/species/Cyllopsis-gemma,9/11/2004,2,A. Kneidel,2004,9,11,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Apaturinae,Emperors,Asterocampa celtis,Hackberry Emperor,https://www.butterfliesandmoths.org/species/Asterocampa-celtis,9/11/2004,3,A. Kneidel,2004,9,11,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Phyciodes tharos,Pearl Crescent,https://www.butterfliesandmoths.org/species/Phyciodes-tharos,9/11/2004,8,A. Kneidel,2004,9,11,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Polygonia interrogationis,Question Mark,https://www.butterfliesandmoths.org/species/Polygonia-interrogationis,9/11/2004,2,A. Kneidel,2004,9,11,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Limenitidinae,Admirals,Limenitis arthemis,Red-spotted Purple,https://www.butterfliesandmoths.org/species/Limenitis-arthemis,9/11/2004,6,A. Kneidel,2004,9,11,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Apaturinae,Emperors,Asterocampa clyton,Tawny Emperor,https://www.butterfliesandmoths.org/species/Asterocampa-clyton,9/11/2004,1,A. Kneidel,2004,9,11,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Limenitidinae,Admirals,Limenitis archippus,Viceroy,https://www.butterfliesandmoths.org/species/Limenitis-archippus,9/11/2004,8,A. Kneidel,2004,9,11,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Colias philodice,Clouded Sulphur,https://www.butterfliesandmoths.org/species/Colias-philodice,9/11/2004,1,A. Kneidel,2004,9,11,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Phoebis sennae,Cloudless Sulphur,https://www.butterfliesandmoths.org/species/Phoebis-sennae,9/11/2004,5,A. Kneidel,2004,9,11,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Abaeis nicippe,Sleepy Orange,https://www.butterfliesandmoths.org/species/Abaeis-nicippe,9/11/2004,1,A. Kneidel,2004,9,11,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Lerema accius,Clouded Skipper,https://www.butterfliesandmoths.org/species/Lerema-accius,9/19/2004,4,R. Emmitt,2004,9,19,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Euphyes vestris,Dun Skipper,https://www.butterfliesandmoths.org/species/Euphyes-vestris,9/19/2004,1,R. Emmitt,2004,9,19,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Hylephila phyleus,Fiery Skipper,https://www.butterfliesandmoths.org/species/Hylephila-phyleus,9/19/2004,2,R. Emmitt,2004,9,19,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Ancyloxypha numitor,Least Skipper,https://www.butterfliesandmoths.org/species/Ancyloxypha-numitor,9/19/2004,1,R. Emmitt,2004,9,19,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Panoquina ocola,Ocola Skipper,https://www.butterfliesandmoths.org/species/Panoquina-ocola,9/19/2004,2,R. Emmitt,2004,9,19,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Atalopedes campestris,Sachem,https://www.butterfliesandmoths.org/species/Atalopedes-campestris,9/19/2004,3,R. Emmitt,2004,9,19,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Nastra lherminier,Swarthy Skipper,https://www.butterfliesandmoths.org/species/Nastra-lherminier,9/19/2004,1,R. Emmitt,2004,9,19,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Lycaenidae ,Theclinae,Hairstreaks,Calycopis cecrops,Red-banded Hairstreak,https://www.butterfliesandmoths.org/species/Calycopis-cecrops,9/19/2004,1,R. Emmitt,2004,9,19,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Satyrodes appalachia,Appalachian Brown,https://www.butterfliesandmoths.org/species/Satyrodes-appalachia,9/19/2004,4,R. Emmitt,2004,9,19,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Hermeuptychia sosybius,Carolina Satyr,https://www.butterfliesandmoths.org/species/Hermeuptychia-sosybius,9/19/2004,25,R. Emmitt,2004,9,19,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Junonia coenia,Common Buckeye,https://www.butterfliesandmoths.org/species/Junonia-coenia,9/19/2004,3,R. Emmitt,2004,9,19,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Cyllopsis gemma,Gemmed Satyr,https://www.butterfliesandmoths.org/species/Cyllopsis-gemma,9/19/2004,1,R. Emmitt,2004,9,19,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Apaturinae,Emperors,Asterocampa celtis,Hackberry Emperor,https://www.butterfliesandmoths.org/species/Asterocampa-celtis,9/19/2004,2,R. Emmitt,2004,9,19,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Phyciodes tharos,Pearl Crescent,https://www.butterfliesandmoths.org/species/Phyciodes-tharos,9/19/2004,5,R. Emmitt,2004,9,19,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Vanessa atalanta,Red Admiral,https://www.butterfliesandmoths.org/species/Vanessa-atalanta,9/19/2004,1,R. Emmitt,2004,9,19,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Limenitidinae,Admirals,Limenitis arthemis,Red-spotted Purple,https://www.butterfliesandmoths.org/species/Limenitis-arthemis,9/19/2004,2,R. Emmitt,2004,9,19,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Apaturinae,Emperors,Asterocampa clyton,Tawny Emperor,https://www.butterfliesandmoths.org/species/Asterocampa-clyton,9/19/2004,1,R. Emmitt,2004,9,19,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Limenitidinae,Admirals,Limenitis archippus,Viceroy,https://www.butterfliesandmoths.org/species/Limenitis-archippus,9/19/2004,2,R. Emmitt,2004,9,19,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Papilionidae,Papilioninae,Swallowtails,Battus philenor,Pipevine Swallowtail,https://www.butterfliesandmoths.org/species/Battus-philenor,9/19/2004,1,R. Emmitt,2004,9,19,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Phoebis sennae,Cloudless Sulphur,https://www.butterfliesandmoths.org/species/Phoebis-sennae,9/19/2004,2,R. Emmitt,2004,9,19,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Abaeis nicippe,Sleepy Orange,https://www.butterfliesandmoths.org/species/Abaeis-nicippe,9/19/2004,2,R. Emmitt,2004,9,19,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Euphyes vestris,Dun Skipper,https://www.butterfliesandmoths.org/species/Euphyes-vestris,9/25/2004,1,A. Kneidel,2004,9,25,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Ancyloxypha numitor,Least Skipper,https://www.butterfliesandmoths.org/species/Ancyloxypha-numitor,9/25/2004,1,A. Kneidel,2004,9,25,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Satyrodes appalachia,Appalachian Brown,https://www.butterfliesandmoths.org/species/Satyrodes-appalachia,9/25/2004,1,A. Kneidel,2004,9,25,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Hermeuptychia sosybius,Carolina Satyr,https://www.butterfliesandmoths.org/species/Hermeuptychia-sosybius,9/25/2004,10,A. Kneidel,2004,9,25,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Limenitidinae,Admirals,Limenitis archippus,Viceroy,https://www.butterfliesandmoths.org/species/Limenitis-archippus,9/25/2004,2,A. Kneidel,2004,9,25,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Pierinae,Whites,Pieris rapae,Cabbage White,https://www.butterfliesandmoths.org/species/Pieris-rapae,9/25/2004,3,A. Kneidel,2004,9,25,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Phoebis sennae,Cloudless Sulphur,https://www.butterfliesandmoths.org/species/Phoebis-sennae,9/25/2004,2,A. Kneidel,2004,9,25,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Colias eurytheme,Orange Sulphur,https://www.butterfliesandmoths.org/species/Colias-eurytheme,9/25/2004,1,A. Kneidel,2004,9,25,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Abaeis nicippe,Sleepy Orange,https://www.butterfliesandmoths.org/species/Abaeis-nicippe,9/25/2004,1,A. Kneidel,2004,9,25,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Lerema accius,Clouded Skipper,https://www.butterfliesandmoths.org/species/Lerema-accius,10/3/2004,2,D. Pugh,2004,10,3,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Ancyloxypha numitor,Least Skipper,https://www.butterfliesandmoths.org/species/Ancyloxypha-numitor,10/3/2004,3,D. Pugh,2004,10,3,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Atalopedes campestris,Sachem,https://www.butterfliesandmoths.org/species/Atalopedes-campestris,10/3/2004,1,D. Pugh,2004,10,3,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Hermeuptychia sosybius,Carolina Satyr,https://www.butterfliesandmoths.org/species/Hermeuptychia-sosybius,10/3/2004,1,D. Pugh,2004,10,3,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Phyciodes tharos,Pearl Crescent,https://www.butterfliesandmoths.org/species/Phyciodes-tharos,10/3/2004,2,D. Pugh,2004,10,3,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Limenitidinae,Admirals,Limenitis archippus,Viceroy,https://www.butterfliesandmoths.org/species/Limenitis-archippus,10/3/2004,1,D. Pugh,2004,10,3,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Lerema accius,Clouded Skipper,https://www.butterfliesandmoths.org/species/Lerema-accius,10/9/2004,0,A. Kneidel,2004,10,9,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Euphyes vestris,Dun Skipper,https://www.butterfliesandmoths.org/species/Euphyes-vestris,10/9/2004,0,A. Kneidel,2004,10,9,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Ancyloxypha numitor,Least Skipper,https://www.butterfliesandmoths.org/species/Ancyloxypha-numitor,10/9/2004,0,A. Kneidel,2004,10,9,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Hermeuptychia sosybius,Carolina Satyr,https://www.butterfliesandmoths.org/species/Hermeuptychia-sosybius,10/9/2004,0,A. Kneidel,2004,10,9,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Limenitidinae,Admirals,Limenitis arthemis,Red-spotted Purple,https://www.butterfliesandmoths.org/species/Limenitis-arthemis,10/9/2004,0,A. Kneidel,2004,10,9,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Limenitidinae,Admirals,Limenitis archippus,Viceroy,https://www.butterfliesandmoths.org/species/Limenitis-archippus,10/9/2004,0,A. Kneidel,2004,10,9,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Lerema accius,Clouded Skipper,https://www.butterfliesandmoths.org/species/Lerema-accius,11/6/2004,2,D. Pugh,2004,11,6,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Ancyloxypha numitor,Least Skipper,https://www.butterfliesandmoths.org/species/Ancyloxypha-numitor,11/6/2004,1,D. Pugh,2004,11,6,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Nymphalis antiopa,Mourning Cloak,https://www.butterfliesandmoths.org/species/Nymphalis-antiopa,11/6/2004,1,D. Pugh,2004,11,6,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
